date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses
7/9/16,6762488.684,39896,933946000,11.42,17254800,32798.125,49.11468467,19189
7/10/16,7280454.957,39242,896899000,10.96,5479240,31965.46875,27.64605388,19176
7/11/16,8823086.689,38430,895670000,10.94,13098000,31985.3125,28.54869326,18951
7/12/16,9048467.201,39597,855555000,10.45,11127700,31757.34375,32.63863904,19669
7/13/16,9904930.47,35569,860770000,10.51,6715660,32157.96875,24.74975016,17211
7/14/16,9857487.932,42593,868509000,10.6,23621900,31815.15625,32.40964188,19792
7/15/16,44925963.72,40991,942817000,11.5,26838900,31884.6875,29.14697037,19467
7/16/16,9320870.591,37999,977658000,11.92,10445700,32166.09375,23.88086019,18613
7/17/16,8881489.736,33849,953762000,11.62,17921600,31781.71875,19.64701243,16016
7/18/16,31952619.34,39107,917151000,11.17,15931900,32498.125,25.65326528,17855
7/19/16,107762534.4,44086,907135000,11.05,21730000,31773.90625,29.21789857,25050
7/20/16,162825323.3,49675,952143000,11.59,60226100,31911.09375,75.58568767,22501
7/21/16,21921878.04,44687,1024000000,12.46,24636900,32787.5,34.21052072,21053
7/22/16,38482684.01,48288,1040640000,12.66,74779500,31690.625,37.41784761,23021
7/23/16,38582313.11,44923,1206190000,14.67,32489700,32391.25,33.0563052,20893
7/24/16,183314006.2,58122,1176250000,14.3,77750800,31480,37.34635349,26649
7/25/16,125016413.7,54691,1048920000,12.74,36673800,31991.5625,39.43033771,23721
7/26/16,287407809.7,61701,1137660000,13.82,94428800,30770,45.48888508,29191
7/27/16,150289144.2,51992,992645000,12.05,58278800,32945.3125,38.24012561,27087
7/28/16,99187877.87,48344,1069560000,12.98,24603900,32354.21875,63.95126238,23696
7/29/16,68574948.77,46930,1058220000,12.84,14082300,31939.375,45.68204827,21508
7/30/16,48195345.19,41925,1055410000,12.8,9047810,31641.71875,29.99046921,20209
7/31/16,45082665.92,48662,1026310000,12.44,25441400,32219.53125,30.3715109,21058
8/1/16,64720923.43,45919,981735000,11.89,23999500,31594.375,30.44180227,21247
8/2/16,111269769.1,48872,903978000,10.95,88803300,31355.15625,33.96400381,19844
8/3/16,77771645.16,49346,733204000,8.88,53979400,31703.90625,33.0260361,22255
8/4/16,37980242.89,46559,851992000,10.31,38151400,32856.5625,32.41190047,21442
8/5/16,46228154.42,43089,910856000,11.02,15487900,32232.03125,29.4046126,20389
8/6/16,19791860.79,41377,902752000,10.92,16712600,31586.09375,26.05450904,19233
8/7/16,22798647.89,42880,898340000,10.86,16551000,32294.84375,27.69603243,19758
8/8/16,23211893.93,42789,903184000,10.91,14956700,32175.9375,53.89657543,19723
8/9/16,35712870.11,46695,933431000,11.27,36656600,32666.40625,31.4768204,21993
8/10/16,58978899.17,45893,1012910000,12.23,28096300,32162.96875,33.42224228,20364
8/11/16,47262829.54,47851,1005720000,12.14,17505000,32196.09375,32.08672164,21934
8/12/16,26849256.38,44066,968865000,11.69,13690100,32112.03125,30.19986677,19483
8/13/16,23503036.64,40891,975999000,11.77,7539490,31998.90625,25.07781385,19017
8/14/16,18654435.72,40545,960855000,11.58,8680160,31965.15625,24.19811888,19171
8/15/16,16046058.36,42234,929558000,11.2,7500840,32332.65625,27.15515556,19570
8/16/16,10487367.22,48880,932162000,11.23,7051510,32037.1875,31.16428493,20536
8/17/16,19649803.29,44805,924591000,11.13,8833760,31994.53125,28.70173901,19659
8/18/16,12746921.55,47731,892903000,10.75,6935800,32789.0625,36.0614908,19252
8/19/16,11026704.07,42893,893156000,10.75,5390850,31841.40625,29.83235875,19623
8/20/16,16660412.06,41253,893814000,10.75,7443540,32228.125,26.60769533,19381
8/21/16,39968156.51,42468,936015000,11.25,4355660,32699.84375,29.01744247,19698
8/22/16,25010022.94,44161,930708000,11.19,6588920,32289.6875,29.90945609,19707
8/23/16,49946372.68,48028,927065000,11.14,6489380,32187.03125,72.11857086,21172
8/24/16,11029422.49,46724,918039000,11.02,4423420,32273.4375,30.00325878,19582
8/25/16,10198398.79,49762,918977000,11.03,8552380,32135.625,32.48290393,21111
8/26/16,22218435.31,47246,946092000,11.35,5857850,31871.40625,31.57593595,19678
8/27/16,10881913.62,47889,941585000,11.29,15108400,32306.40625,28.57993924,19501
8/28/16,9252287.092,42580,929690000,11.15,5303040,32024.21875,25.72725672,19829
8/29/16,13020490.81,45441,910698000,10.92,8130540,31930.15625,29.40689668,20791
8/30/16,9426117.358,46872,917474000,10.99,7221260,31871.09375,32.24637659,19916
8/31/16,12280701.76,45771,938406000,11.24,11073700,32138.28125,29.99766426,21450
9/1/16,23131550.41,47430,974844000,11.67,24051500,31744.6875,31.74365594,21667
9/2/16,20991572.86,55316,999757000,11.96,9368300,32384.0625,45.22987797,21087
9/3/16,15145481.72,44765,1012580000,12.11,13358800,31495.9375,27.18074981,19983
9/4/16,17433395.03,48066,982952000,11.75,7220550,31859.6875,49.33606776,19903
9/5/16,9499487.654,42454,977169000,11.68,5724100,32194.0625,28.62886746,19959
9/6/16,11344162.09,48888,981303000,11.73,6346330,31681.40625,33.38026673,20369
9/7/16,10302109.73,48547,979087000,11.69,6115050,32267.8125,34.19942435,19322
9/8/16,17511514.59,55832,967010000,11.55,11535000,31908.59375,41.20653978,22083
9/9/16,7932457.961,53507,956210000,11.41,6109200,32216.875,41.89687901,20205
9/10/16,7800680.436,42595,977515000,11.66,7220300,31830.625,27.40706334,19825
9/11/16,10321578.58,43291,1023640000,12.21,8791180,32352.96875,28.54804571,20444
9/12/16,10819500.53,44320,976645000,11.64,7478080,32237.03125,35.02999901,20885
9/13/16,11379522.27,42499,997638000,11.89,11704300,31904.84375,30.39217184,20413
9/14/16,8961322.049,53693,999352000,11.9,5694820,32528.75,36.29935897,20041
9/15/16,7364668.085,52522,1002970000,11.94,7309090,32182.8125,36.22695515,20832
9/16/16,27144651.86,57334,1004740000,11.96,17421500,32239.0625,46.93201365,21105
9/17/16,10043370.53,46836,1055440000,12.56,7446610,32155,35.28131815,20922
9/18/16,19874708.91,37734,1066620000,12.69,22433300,29573.90625,29.6452624,19346
9/19/16,11469223.03,40477,1045870000,12.44,13838800,34276.875,27.61737771,20829
9/20/16,48695726.93,53967,1111810000,13.21,31929100,32492.5,32.8255676,24174
9/21/16,58371360.58,44311,1214950000,14.43,28645000,32083.75,30.17218606,20488
9/22/16,25773645.03,52594,1150650000,13.66,27382800,31605.625,63.14613194,17295
9/23/16,27032758.89,35208,1112590000,13.21,9166430,34276.875,49.03093137,17913
9/24/16,17838758.89,43295,1122670000,13.32,9824880,33324.21875,71.02947473,18317
9/25/16,31967554.23,38641,1083510000,12.85,5283440,34394.21875,67.14020109,17660
9/26/16,19116431.4,43448,1110700000,13.17,7213070,32127.65625,115.6392056,17634
9/27/16,14571186.4,46771,1085330000,12.86,6831070,35287.5,98.5407521,17158
9/28/16,32698581.21,42726,1106330000,13.11,10239000,32403.4375,68.13269113,18570
9/29/16,28043862.48,40002,1121060000,13.28,5990630,32313.4375,41.27925801,17896
9/30/16,11941478.82,35590,1104530000,13.08,5950840,31623.28125,40.25902679,17201
10/1/16,10871461.74,53033,1115690000,13.2,6331160,34478.59375,91.3894999,19365
10/2/16,23656361.42,50920,1114200000,13.18,4079660,35749.53125,87.47521667,20006
10/3/16,8057917.076,47056,1116600000,13.2,7458320,33282.65625,65.92753264,18292
10/4/16,9444778.966,34074,1137980000,13.45,8348280,32054.53125,85.36779295,15588
10/5/16,13817431.78,40876,1124270000,13.28,9881370,33081.5625,64.16574449,16326
10/6/16,12139306.9,35896,1102940000,13.03,12044800,32822.5,50.2581089,16705
10/7/16,12028798.9,43522,1088570000,12.85,8933050,36571.25,53.56977025,19028
10/8/16,13323800.13,37109,1073990000,12.67,11611200,36094.6875,56.3805619,18761
10/9/16,31603875.33,43242,1035590000,12.22,7208480,33425.625,60.02357006,19073
10/10/16,31177064.69,43727,1022860000,12.06,10809200,33130.9375,54.63668968,20222
10/11/16,27052724.86,40560,997949000,11.76,11727700,32479.53125,39.19865461,17385
10/12/16,30964787.13,29943,1000220000,11.78,9694640,33092.65625,44.18646314,11625
10/13/16,12152335.17,32213,1011190000,11.91,8665190,34826.25,112.6585011,9197
10/14/16,31588920.21,41958,1018390000,11.99,4333510,32913.75,75.24662027,15841
10/15/16,13851206.64,33652,1014280000,11.94,4991840,32207.1875,69.082723,12334
10/16/16,19157480.3,34982,1018540000,11.98,3617280,32930.3125,66.99710041,14400
10/17/16,21942137.17,38085,1016710000,11.96,5724440,32374.0625,71.53950337,16766
10/18/16,34360816.02,51666,1020530000,12,18864200,33324.0625,96.86327472,20527
10/19/16,13359418.03,38237,1071710000,12.59,10576200,33142.1875,92.76412162,14106
10/20/16,8755901.386,43331,1025620000,12.05,8170760,34536.5625,54.94496562,20554
10/21/16,7522418.569,57738,1033140000,12.13,5676920,32126.875,41.96456691,22989
10/22/16,6112528.171,37510,1037850000,12.18,7583820,31702.65625,27.6596726,18588
10/23/16,5250775.407,35309,1033970000,12.13,5774660,31331.875,26.36303684,17438
10/24/16,7846055.885,52440,1026400000,12.04,5739690,32061.875,48.59063005,18483
10/25/16,13233405.71,46551,1020850000,11.97,19316000,31664.53125,43.1961563,18400
10/26/16,10602825.51,44792,971440000,11.38,10221800,31956.875,35.28918498,18398
10/27/16,10679657.22,44162,984361000,11.53,13255400,31445,33.34429095,18312
10/28/16,17675451.21,41381,979916000,11.47,13971500,31079.0625,35.89208134,18205
10/29/16,20739829.83,39950,948271000,11.1,27070400,29625.78125,31.12248177,16900
10/30/16,25326469.8,39262,891164000,10.43,16694900,31964.21875,30.59147767,15097
10/31/16,13956061.58,44904,960008000,11.23,13393900,32021.25,33.41482553,19725
11/1/16,31686180.53,48526,937123000,10.96,22901300,30498.4375,41.19268589,20014
11/2/16,46424096.03,43439,921691000,10.77,11691700,31142.03125,29.19753574,20912
11/3/16,107504511.5,42275,924097000,10.8,15228600,31215.9375,29.70314027,19178
11/4/16,12969021.59,32514,926129000,10.82,9958040,30923.59375,21.70136374,13169
11/5/16,9589420.041,37619,950213000,11.09,5502670,31424.53125,24.59806368,16308
11/6/16,5658778.451,34318,941729000,10.99,5688710,31800.15625,23.28271888,14775
11/7/16,6992509.426,41880,934536000,10.9,5992480,33259.0625,29.02982313,17920
11/8/16,7334481.955,41440,930345000,10.85,6258150,32327.1875,31.46834313,16644
11/9/16,22038322.39,40374,928063000,10.82,14606600,31002.34375,34.98542559,17125
11/10/16,10903260.13,39725,915940000,10.67,4253980,31210.78125,35.37743557,15687
11/11/16,39425541.16,40981,902479000,10.51,6056300,31339.375,44.23578159,17429
11/12/16,12793689.15,40794,883780000,10.29,10052500,31950,30.71775839,16062
11/13/16,12526414.87,43576,849342000,9.89,8227770,32424.21875,33.92647096,17386
11/14/16,5397422.88,43604,867755000,10.1,3573250,31884.21875,38.31456257,15700
11/15/16,10316734.07,45161,857223000,9.97,6557550,31437.03125,37.0273981,16874
11/16/16,11056031.14,41411,878610000,10.22,9533550,31581.40625,34.92424018,15617
11/17/16,32329190.77,40640,865393000,10.06,6984700,30808.59375,30.42880001,15676
11/18/16,10806893.39,43588,859571000,9.99,10816100,33100.78125,34.70116949,16188
11/19/16,8162244.727,39229,816380000,9.48,5186540,32331.09375,27.90021683,15537
11/20/16,6179673.332,41912,832050000,9.66,5173420,32456.40625,32.59646883,16203
11/21/16,6338475.538,42182,825381000,9.58,3663210,31815.3125,35.25151168,15917
11/22/16,24933511.78,53485,829616000,9.63,11284400,31177.5,38.09484581,29346
11/23/16,24183728.05,64191,855265000,9.92,4812310,32621.875,82.22907797,38705
11/24/16,8273030.509,36727,849229000,9.85,15987800,32401.40625,58.89329241,15830
11/25/16,14033740.88,57092,796268000,9.23,7669720,33431.71875,59.80974804,29250
11/26/16,6627892.057,40745,812795000,9.42,3505990,32496.5625,72.59888123,14432
11/27/16,6634627.921,44386,804085000,9.31,8707660,33706.71875,114.9160502,15707
11/28/16,7173752.069,48286,777311000,9,6046890,33939.84375,122.2192756,16448
11/29/16,11506953.17,46941,754307000,8.73,17000400,32977.96875,101.5894448,15073
11/30/16,9682313.26,39066,705040000,8.16,10626600,31840,35.31984015,16227
12/1/16,8959684.241,36994,743882000,8.6,5882340,31748.28125,27.22313652,14721
12/2/16,28048691.75,41559,731520000,8.46,18579800,31796.40625,28.08175722,16562
12/3/16,37500831.26,41285,672138000,7.77,12112100,32116.40625,25.9100852,16479
12/4/16,13369771.41,39587,684258000,7.9,8450790,31172.5,26.25906785,16950
12/5/16,27013313.76,41478,641820000,7.41,17344500,31231.5625,31.26022778,15888
12/6/16,42577382.05,48039,589548000,6.8,50671200,31978.75,34.72419036,18102
12/7/16,19284878.51,41552,684258000,7.89,22229600,31710.625,34.98683089,14961
12/8/16,20995828.78,39446,726878000,8.38,16042700,32094.0625,792.4889805,15099
12/9/16,20645364.55,41167,708468000,8.17,12916300,31660.625,31.42794483,16048
12/10/16,11925119.18,40482,732173000,8.44,8108370,31676.40625,29.02731646,14656
12/11/16,15829385.28,38810,705363000,8.13,5545500,31778.90625,36.80282475,15178
12/12/16,8719409.464,38552,711348000,8.19,9119700,31342.5,31.2366663,15806
12/13/16,9437164.796,44509,740099000,8.52,4486190,31810,30.96445138,14432
12/14/16,8927974.425,47172,734382000,8.45,7337220,31850.46875,34.88665338,16375
12/15/16,17485771.48,46010,715861000,8.24,13184400,31367.8125,34.42786761,17354
12/16/16,11159379.45,43900,683399000,7.86,5178610,31756.40625,30.59438815,16138
12/17/16,24412481.17,38601,683357000,7.86,8502620,31962.34375,32.80170079,14797
12/18/16,16997457.54,36461,684028000,7.86,5890020,31889.375,27.72324656,13464
12/19/16,10881154.82,45061,685054000,7.87,5894760,31473.59375,36.45135777,16636
12/20/16,10623337.57,44104,664772000,7.63,6313550,31668.90625,43.90159747,16565
12/21/16,15924311.69,50653,667625000,7.66,9393550,31592.96875,54.7473654,15833
12/22/16,26347541.75,55081,688380000,7.9,16376700,31074.0625,38.8444056,22941
12/23/16,47406505.96,44302,660546000,7.58,19613100,31117.34375,29.67366919,17168
12/24/16,16826263,37674,623759000,7.15,7626020,31326.875,25.81752535,15111
12/25/16,7694597.85,36546,633792000,7.26,8671840,32008.4375,24.21790154,13704
12/26/16,5926535.177,34474,622439000,7.13,5836810,31644.6875,23.12041301,13756
12/27/16,10313120.88,42120,635260000,7.28,8778610,31222.8125,36.39813458,14342
12/28/16,20743732.76,43225,624359000,7.15,17453300,31575.15625,31.57530443,15070
12/29/16,34616499.18,46238,658674000,7.54,27543800,31818.75,40.70029321,15051
12/30/16,27212971.05,44346,724528000,8.29,13909900,31681.5625,44.81091077,15525
12/31/16,51837132.51,40867,712662000,8.15,9066800,31228.125,28.59880081,15515
1/1/17,14513154.19,38589,698149000,7.98,14731700,31748.28125,25.26222485,13791
1/2/17,23344129.89,39436,714900000,8.17,14579600,31527.03125,28.11834106,15040
1/3/17,42413712.07,45767,732988000,8.37,33625200,31527.03125,40.2453431,14620
1/4/17,76363631.14,50468,850115000,9.71,41051200,32099.53125,39.50458344,17699
1/5/17,91265917.83,49435,988599000,11.29,41557400,31817.03125,34.8575779,18569
1/6/17,76338442.42,43472,901249000,10.29,29471800,31359.53125,31.3190764,16840
1/7/17,45077673.84,43341,897636000,10.24,23153600,31895,30.18449407,16370
1/8/17,24698760.51,42522,865667000,9.87,16676600,31684.375,33.02422783,15462
1/9/17,45508389.47,46035,904682000,10.31,25718300,31750.3125,35.91916969,17026
1/10/17,47601657.05,48037,909897000,10.37,10879700,31349.375,38.70940401,16046
1/11/17,48647927.8,45062,925320000,10.54,26823500,31522.96875,34.63413431,16125
1/12/17,44240441.66,49879,853638000,9.72,30453800,31556.71875,37.08306066,17454
1/13/17,24531506.15,49841,863241000,9.83,25066600,31730.3125,35.78273198,16636
1/14/17,9180456.697,41253,859971000,9.79,20085800,31478.125,28.73932336,15773
1/15/17,5752163.18,41509,864037000,9.83,14837900,31702.03125,29.98149428,15987
1/16/17,7949127.443,45290,869126000,9.88,14937400,31540.3125,32.52371341,16691
1/17/17,15014404.17,46563,847981000,9.64,18391900,31296.09375,39.42237022,17451
1/18/17,8990409.727,44703,906079000,10.3,10788200,31605.46875,33.98421364,16317
1/19/17,10265112.61,43465,901484000,10.24,8347550,32123.59375,31.29528202,16187
1/20/17,28039014.26,45344,914696000,10.39,10992800,31121.09375,33.64778008,17871
1/21/17,10026822.98,43218,933405000,10.6,11937600,31523.75,30.66392686,16130
1/22/17,10690460.26,47342,961463000,10.91,8678620,31577.8125,35.76865561,16271
1/23/17,9450645.112,45784,944159000,10.71,7267210,31498.4375,35.01886118,16469
1/24/17,8468656.934,50273,946083000,10.73,8327330,31420.46875,41.16426041,17422
1/25/17,10061171.39,46108,936769000,10.62,6751450,31423.59375,37.75670634,16237
1/26/17,11303630.44,46364,932575000,10.57,8465020,31784.6875,36.45994764,16442
1/27/17,10846935.45,46437,934404000,10.58,7189170,31114.84375,35.3494287,16088
1/28/17,6330126.873,44730,930688000,10.54,6580700,31527.96875,33.34500901,16107
1/29/17,9201417.7,42361,933087000,10.56,4689950,31120,30.61854593,15481
1/30/17,7308623.911,44857,927415000,10.49,8042180,31928.4375,32.79253846,16758
1/31/17,13499225.3,43572,933975000,10.56,11648700,31413.90625,32.00903823,15711
2/1/17,13636761.1,44343,949969000,10.74,12852200,31332.1875,38.11554111,16305
2/2/17,13212637.04,43516,949793000,10.74,10172500,31414.84375,35.45939736,16350
2/3/17,17716699.53,42637,956944000,10.81,12897800,31273.28125,34.05935512,15994
2/4/17,19691428.15,45109,985277000,11.13,14139500,31760.78125,32.97166173,16890
2/5/17,8525713.455,46416,1013400000,11.44,5942960,31598.4375,34.84082133,16952
2/6/17,15596703.84,47190,1005930000,11.35,5695440,31626.71875,35.86561362,16234
2/7/17,14586883.41,51576,1012620000,11.43,7629640,31491.40625,46.068715,16534
2/8/17,13787002.14,50430,1023170000,11.54,9688630,31704.21875,43.71374165,16946
2/9/17,15302930.49,47747,1014280000,11.44,18400300,31430.9375,40.68162167,17020
2/10/17,18152751.79,52086,979961000,11.04,11914200,31496.40625,46.21940355,16930
2/11/17,10534720.72,46313,1002130000,11.29,7544520,31589.84375,38.49593317,15900
2/12/17,13747872.87,44806,1008030000,11.35,6264900,31569.6875,40.33677657,17003
2/13/17,13763287.12,55818,1011080000,11.38,7216520,31734.0625,61.46315439,18345
2/14/17,39405071.74,58108,1002810000,11.29,42911500,31464.0625,49.83218435,19136
2/15/17,54719825.23,55165,1159000000,13.04,18464700,31728.28125,90.52776102,19184
2/16/17,30856857.82,49539,1148860000,12.92,38002600,31539.84375,39.21124029,18257
2/17/17,33362919.46,49277,1147260000,12.9,11636500,31327.8125,38.84667406,18046
2/18/17,30281612.47,48518,1130750000,12.71,9370010,31211.71875,44.65269893,18025
2/19/17,30061119.87,48006,1140870000,12.82,7799740,31267.1875,36.31267429,17213
2/20/17,31315812.95,49948,1136610000,12.77,12994400,31387.8125,41.03446799,18490
2/21/17,46791865.2,57673,1099330000,12.34,15183300,31410.625,54.86547967,18249
2/22/17,34205962.5,50122,1130460000,12.69,10360900,30993.59375,50.95434761,18192
2/23/17,32761441.34,47425,1122910000,12.6,14522300,31229.53125,43.35249304,17753
2/24/17,67243503.75,53929,1171110000,13.13,19574400,31263.59375,41.33923814,19638
2/25/17,41659822.37,53145,1165230000,13.06,18533900,31553.90625,44.66242232,18688
2/26/17,52028744.25,51599,1206150000,13.52,20307500,31820.15625,39.37900438,18729
2/27/17,132544745.6,52438,1294770000,14.51,31667000,31246.40625,45.027386,20077
2/28/17,174797971.2,60103,1379600000,15.45,65478900,31856.09375,50.96269142,23020
3/1/17,186940115,58598,1415510000,15.85,44927500,31144.84375,54.94297165,24650
3/2/17,300792236.6,70411,1550750000,17.36,83627100,31628.4375,54.86269424,31684
3/3/17,313726198.6,63785,1702140000,19.04,95863400,31301.40625,46.4031228,26428
3/4/17,208574286.2,58648,1745140000,19.52,27341900,31172.65625,42.51942052,23539
3/5/17,169457980.8,56464,1655030000,18.5,26816300,31561.875,43.43870349,22807
3/6/17,295314023.1,56907,1725360000,19.28,32432700,31153.125,41.35169202,23220
3/7/17,203052976,62486,1752530000,19.58,37972200,31068.75,43.80270862,21812
3/8/17,212481283.8,55239,1690760000,18.88,44304600,31325.9375,40.31748409,21959
3/9/17,247499354.8,64057,1490500000,16.64,31418400,30809.53125,49.7685971,25279
3/10/17,239731806,64071,1589640000,17.74,87506800,31027.03125,55.57275643,24370
3/11/17,308302014.9,64649,1736630000,19.37,69150100,31235.46875,47.96142906,24575
3/12/17,517866592.7,66483,1924660000,21.46,74628900,30849.53125,48.52902672,26291
3/13/17,442750583.6,81400,2108300000,23.5,255488000,31612.5,76.36274961,34428
3/14/17,225085653.9,76374,2563700000,28.57,101797000,31216.09375,74.82260577,30114
3/15/17,225150556.1,80175,2571160000,28.65,170344000,31373.90625,64.30798953,31541
3/16/17,1117180281,108541,3174750000,35.36,454418000,31431.71875,85.39888598,44106
3/17/17,739105975,106214,4125480000,45.93,497534000,31841.875,88.9662026,43498
3/18/17,1103807283,89682,4211830000,46.87,262180000,31482.34375,60.51984456,36157
3/19/17,185304176.8,84369,3193600000,35.53,239430000,30994.53125,57.00351035,31708
3/20/17,295718938.3,79896,4031270000,44.83,154701000,31670.3125,56.94921184,32278
3/21/17,571528657,83857,3913620000,43.51,91265400,31013.28125,64.21871893,32918
3/22/17,492878344,78300,3880120000,43.12,113952000,31375.46875,60.19647044,30382
3/23/17,493762785.6,81959,3831310000,42.57,100724000,30980.9375,60.99908204,30353
3/24/17,696111016.6,86992,3929230000,43.64,297046000,30840.9375,73.2890179,36014
3/25/17,648700130.9,84189,4825700000,53.58,223059000,31062.8125,58.09245301,33779
3/26/17,487923463.6,79266,4574540000,50.77,106859000,31172.34375,58.10472858,30235
3/27/17,566059625.8,91493,4624990000,51.31,118978000,31005.3125,77.73924607,33516
3/28/17,547367426,83821,4482160000,49.71,97745300,30555.46875,63.88207324,32439
3/29/17,671329491.6,92695,4561150000,50.57,144998000,31268.28125,69.32498441,33266
3/30/17,916961626,95382,4793280000,53.12,86885700,30819.84375,71.10513216,38707
3/31/17,759502221.1,102296,4671190000,51.75,151416000,31208.28125,77.40067653,44815
4/1/17,482715533.2,79967,4517510000,50.03,92461900,30850.9375,57.22288136,32155
4/2/17,770157675.8,88394,4582700000,50.74,134604000,30440.78125,66.26708212,35602
4/3/17,830889493.3,99398,4411030000,48.82,190513000,31186.25,74.78445755,42729
4/4/17,370554076.8,85299,3969730000,43.92,157568000,31055.3125,64.97985002,35398
4/5/17,544152881.1,85874,4037940000,44.66,119733000,31235.3125,68.31268605,35448
4/6/17,782276419,94118,4089930000,45.22,147120000,30724.375,73.38862289,40227
4/7/17,220410877.6,91942,3878210000,42.87,81474700,31074.53125,72.41898772,32354
4/8/17,282769026.1,71142,3783000000,41.8,74138800,30914.375,52.32712425,29308
4/9/17,300534436.4,73873,4009010000,44.28,55143000,30243.28125,56.80567881,28629
4/10/17,372554143.7,74824,3919520000,43.28,44061500,30037.1875,63.03860792,31500
4/11/17,371483185.9,75705,3941100000,43.5,38303300,30450.46875,58.91527217,30687
4/12/17,345616656.2,77128,3938930000,43.46,88045700,30213.90625,80.68895926,32313
4/13/17,272035420.1,83923,4198420000,46.31,157200000,30342.96875,61.65846332,34021
4/14/17,357215623.7,80411,4531810000,49.97,91674400,30989.6875,62.89644005,32507
4/15/17,169579423.9,74402,4323100000,47.65,66207800,29998.125,57.80525136,30948
4/16/17,88232975.87,70435,4450140000,49.04,31343800,30503.4375,55.11769542,27817
4/17/17,116674701.2,71937,4417310000,48.66,44013300,30648.125,60.47329724,29468
4/18/17,412104388.8,82886,4387860000,48.32,78748500,30519.84375,73.74478176,34028
4/19/17,491602214.7,85419,4608260000,50.73,76281000,29612.1875,78.39648454,34367
4/20/17,530048193.8,85221,4373800000,48.13,79600900,30422.1875,71.79277396,35729
4/21/17,384953527.4,78067,4512610000,49.64,45048300,30477.34375,92.1973651,31522
4/22/17,334773330.3,71711,4381290000,48.18,37357600,29990.3125,74.92014406,30640
4/23/17,340187126.5,76480,4420040000,48.59,36234000,30491.25,65.08920182,30827
4/24/17,418627018.7,78842,4446470000,48.87,55580600,29782.96875,72.97982447,35371
4/25/17,393516375.3,92688,4557870000,50.07,38264600,30760.3125,78.57420473,33725
4/26/17,557484799.3,89311,4544370000,49.91,104884000,29332.1875,74.78972386,41015
4/27/17,806085288.3,104106,4809630000,52.81,246775000,29330,87.31269091,47164
4/28/17,903826263.5,105817,5669550000,62.23,346546000,29682.03125,79.20596841,42681
4/29/17,1001663421,90788,6506490000,71.39,165448000,29217.65625,70.2026858,39535
4/30/17,1105884725,94644,6248840000,68.54,229945000,29368.59375,78.95863027,41993
5/1/17,1937632279,110258,7234070000,79.32,376842000,29357.5,105.5382141,48108
5/2/17,1554727337,108370,6992980000,76.65,193773000,29436.40625,112.7346027,45810
5/3/17,1742786158,96724,7050050000,77.25,141922000,29552.65625,77.31350609,41382
5/4/17,1827593533,114255,7277480000,79.72,366847000,29423.4375,92.43033996,51346
5/5/17,2252386791,107872,8833520000,96.73,331928000,29702.03125,84.35330606,50154
5/6/17,1471707732,94499,8669910000,94.91,151462000,29703.4375,84.36414639,43007
5/7/17,1945830144,103020,8942950000,97.87,183295000,29880.15625,105.7335058,48105
5/8/17,1826103302,116795,8569060000,93.75,231344000,29425.9375,95.60596395,55811
5/9/17,1780786408,111403,8341490000,91.23,363434000,29755,106.6666284,51934
5/10/17,1700627020,108914,8337180000,91.15,145602000,29614.84375,104.9045369,50606
5/11/17,2050771951,116565,8213570000,89.77,132722000,29734.53125,109.3933802,52791
5/12/17,1620912378,106818,8184930000,89.43,145825000,29889.6875,109.0603735,47118
5/13/17,1189460997,100963,8120390000,88.69,88742200,29253.28125,106.9235883,42640
5/14/17,1139728998,101004,8322380000,90.87,66046600,28217.5,106.3791366,44543
5/15/17,1540736376,122367,8316930000,90.78,170999000,28462.34375,132.1233988,52284
5/16/17,2009373411,115744,8466470000,92.39,152285000,28717.96875,137.1437676,51988
5/17/17,1271944796,139621,8181520000,89.25,183031000,27898.90625,220.2194372,59673
5/18/17,850406553.6,136171,8238110000,89.84,196237000,28480.78125,158.4985933,59136
5/19/17,1462557006,160897,8902240000,97.05,626945000,28381.25,173.9858554,72168
5/20/17,1249210258,129298,11856600000,129.22,331455000,28652.03125,155.5797697,52744
5/21/17,1640417573,148968,11705700000,127.54,570361000,28654.0625,160.5231369,60759
5/22/17,4153831618,174354,14522100000,158.17,1188910000,28769.21875,182.63242,76576
5/23/17,2761845746,181034,15688000000,170.82,530709000,28576.09375,253.7286422,84639
5/24/17,2852982715,180045,16779700000,182.65,561014000,28640.625,272.0906793,82373
5/25/17,2773174453,179296,17446600000,189.85,943637000,28838.90625,218.689885,82061
5/26/17,2888474091,166190,16107000000,175.22,792458000,28963.75,206.0558265,75844
5/27/17,1926733373,145853,14696000000,159.82,1217060000,28775.46875,182.12726,65465
5/28/17,1572111402,151426,14608600000,158.82,717971000,28823.28125,192.5255142,64124
5/29/17,1775215080,156323,15654600000,170.13,718828000,29537.34375,192.6245581,69703
5/30/17,2344180196,181584,18004700000,195.61,1586670000,29819.375,319.9258719,84394
5/31/17,5334431633,209557,21321900000,231.58,1271600000,28748.4375,634.0721771,104710
6/1/17,3827793741,195360,21264800000,230.89,812924000,28069.375,253.2934708,95854
6/2/17,3624492420,185253,20479000000,222.29,469532000,26820.625,291.5978415,80501
6/3/17,3452075428,170166,20593500000,223.46,427896000,27526.40625,228.1346958,79530
